 num     #instances         #bytes  class name (module)
2012:             2             32  adams.env.ImageViewerPanelDefinition
2013:             2             32  adams.env.JVisualVMDefinition
2014:             2             32  adams.env.JenericCmdlineDefinition
2015:             2             32  adams.env.LocaleDefinition
2016:             2             32  adams.env.LogEntryDBViewerPanelDefinition
2017:             2             32  adams.env.LogEntryDefinition
2018:             2             32  adams.env.LogEntryViewerPanelDefinition
2019:             2             32  adams.env.MemoryMonitorDefinition
2020:             2             32  adams.env.ModuleDefinition
2021:             2             32  adams.env.NewInstanceDefinition
2022:             2             32  adams.env.OptionsDefinition
2023:             2             32  adams.env.PerformanceDefinition
2024:             2             32  adams.env.PlaceholdersDefinition
2025:             2             32  adams.env.PreviewBrowserPanelDefinition
2026:             2             32  adams.env.ProxyDefinition
2027:             2             32  adams.env.ScriptingDialogDefinition
2028:             2             32  adams.env.ScriptingEngineDefinition
2029:             2             32  adams.env.ScriptingLoggerDefinition
2030:             2             32  adams.env.SequenceViewerDefinition
2031:             2             32  adams.env.SimpleScriptEditorTemplatesDefinition
2032:             2             32  adams.env.TableDefinition
2033:             2             32  adams.env.TimeZoneDefinition
2034:             2             32  adams.env.WineDefinition
2035:             1             32  adams.flow.control.RunningFlowsRegistry
2036:             2             32  adams.gui.core.AbstractDoubleClickableComponentWithButtons$1
2037:             2             32  adams.gui.core.BaseListWithButtons$1
2038:             2             32  adams.gui.core.BaseListWithButtons$2
2039:             2             32  adams.gui.core.BrowserHelper$DefaultHyperlinkListener
2040:             2             32  adams.gui.flow.FlowPanel$$Lambda$222/0x00000001009b5840
2041:             2             32  adams.gui.flow.FlowPanel$$Lambda$223/0x00000001009b5c40
2042:             2             32  adams.gui.flow.FlowPanel$$Lambda$224/0x00000001009b5040
2043:             2             32  adams.gui.flow.FlowPanel$$Lambda$231/0x00000001009b3c40
2044:             2             32  adams.gui.flow.FlowPanelNotificationArea$$Lambda$229/0x00000001009b4440
2045:             2             32  adams.gui.flow.FlowPanelNotificationArea$$Lambda$230/0x00000001009b3840
2046:             1             32  adams.gui.flow.menu.ActiveClearGraphicalOutput
2047:             1             32  adams.gui.flow.menu.ActiveDebug
2048:             1             32  adams.gui.flow.menu.ActiveDisplayErrors
2049:             1             32  adams.gui.flow.menu.ActiveGC
2050:             1             32  adams.gui.flow.menu.ActiveHeadless
2051:             1             32  adams.gui.flow.menu.ActiveKill
2052:             1             32  adams.gui.flow.menu.ActivePauseResume
2053:             1             32  adams.gui.flow.menu.ActiveRun
2054:             1             32  adams.gui.flow.menu.ActiveStop
2055:             1             32  adams.gui.flow.menu.ActiveStorage
2056:             1             32  adams.gui.flow.menu.ActiveValidateSetup
2057:             1             32  adams.gui.flow.menu.ActiveVariables
2058:             1             32  adams.gui.flow.menu.EditCheckVariables
2059:             1             32  adams.gui.flow.menu.EditCleanUpFlow
2060:             1             32  adams.gui.flow.menu.EditClearClipboard
2061:             1             32  adams.gui.flow.menu.EditDiff
2062:             1             32  adams.gui.flow.menu.EditEnableUndo
2063:             1             32  adams.gui.flow.menu.EditFind
2064:             1             32  adams.gui.flow.menu.EditIgnoreNameChanges
2065:             1             32  adams.gui.flow.menu.EditInteractiveActors
2066:             1             32  adams.gui.flow.menu.EditListTODOs
2067:             1             32  adams.gui.flow.menu.EditLocateActor
2068:             1             32  adams.gui.flow.menu.EditLocateStorageName
2069:             1             32  adams.gui.flow.menu.EditLocateVariable
2070:             1             32  adams.gui.flow.menu.EditProcessActors
2071:             1             32  adams.gui.flow.menu.EditRedo
2072:             1             32  adams.gui.flow.menu.EditTimedActors
2073:             1             32  adams.gui.flow.menu.EditUndo
2074:             1             32  adams.gui.flow.menu.FileCheckOnSave
2075:             1             32  adams.gui.flow.menu.FileClose
2076:             1             32  adams.gui.flow.menu.FileClosePage
2077:             1             32  adams.gui.flow.menu.FileNewFlow
2078:             1             32  adams.gui.flow.menu.FileNewFromClipboard
2079:             1             32  adams.gui.flow.menu.FileOpen
2080:             1             32  adams.gui.flow.menu.FileProperties
2081:             1             32  adams.gui.flow.menu.FileRevert
2082:             1             32  adams.gui.flow.menu.FileSave
2083:             1             32  adams.gui.flow.menu.FileSaveAs
2084:             1             32  adams.gui.flow.menu.HelpActors
2085:             1             32  adams.gui.flow.menu.HelpBooleanExpression
2086:             1             32  adams.gui.flow.menu.HelpMathematicalExpression
2087:             1             32  adams.gui.flow.menu.HelpStringExpression
2088:             1             32  adams.gui.flow.menu.HelpVariables
2089:             1             32  adams.gui.flow.menu.RunClearGraphicalOutput
2090:             1             32  adams.gui.flow.menu.RunDebug
2091:             1             32  adams.gui.flow.menu.RunDisableAllBreakpoints
2092:             1             32  adams.gui.flow.menu.RunDisplayErrors
2093:             1             32  adams.gui.flow.menu.RunEnableAllBreakpoints
2094:             1             32  adams.gui.flow.menu.RunGC
2095:             1             32  adams.gui.flow.menu.RunHeadless
2096:             1             32  adams.gui.flow.menu.RunKill
2097:             1             32  adams.gui.flow.menu.RunPauseResume
2098:             1             32  adams.gui.flow.menu.RunRemoveAllBreakpoints
2099:             1             32  adams.gui.flow.menu.RunRun
2100:             1             32  adams.gui.flow.menu.RunStop
2101:             1             32  adams.gui.flow.menu.RunStorage
2102:             1             32  adams.gui.flow.menu.RunValidateSetup
2103:             1             32  adams.gui.flow.menu.RunVariables
2104:             1             32  adams.gui.flow.menu.ViewFullExpansion
2105:             1             32  adams.gui.flow.menu.ViewRedraw
2106:             1             32  adams.gui.flow.menu.ViewShowAnnotations
2107:             1             32  adams.gui.flow.menu.ViewShowInputOutput
2108:             1             32  adams.gui.flow.menu.ViewShowQuickInfo
2109:             1             32  adams.gui.flow.menu.ViewShowSource
2110:             1             32  adams.gui.flow.menu.ViewShowToolbar
2111:             1             32  adams.gui.flow.menu.ViewStatistics
2112:             1             32  adams.gui.flow.menu.ViewZoom
2113:             1             32  adams.gui.flow.menu.WindowDuplicateInTab
2114:             1             32  adams.gui.flow.menu.WindowDuplicateInWindow
2115:             1             32  adams.gui.flow.menu.WindowMoveToNewWindow
2116:             1             32  adams.gui.flow.menu.WindowNew
2117:             2             32  adams.gui.flow.tree.Tree$$Lambda$220/0x00000001009b6040
2118:             2             32  adams.gui.flow.tree.Tree$1
2119:             2             32  adams.gui.flow.tree.Tree$2
2120:             1             32  adams.gui.flow.tree.annotations.PlainText
2121:             1             32  adams.gui.scripting.ScriptingLogger
2122:             1             32  com.jidesoft.plaf.metal.MetalPainter
2123:             1             32  com.jidesoft.plaf.vsnet.ResizeFrameBorder
2124:             1             32  com.jidesoft.utils.SystemInfo$JavaVersion
2125:             2             32  com.mysql.jdbc.Driver
2126:             1             32  com.mysql.jdbc.ExportControlled$StandardSSLSocketFactory
2127:             1             32  com.mysql.jdbc.ExportControlled$X509TrustManagerWrapper
2128:             1             32  com.mysql.jdbc.JDBC4DatabaseMetaData
2129:             1             32  com.mysql.jdbc.NonRegisteringDriver$ConnectionPhantomReference
2130:             1             32  com.mysql.jdbc.authentication.Sha256PasswordPlugin
2131:             1             32  com.sun.beans.finder.PropertyEditorFinder (java.desktop@11.0.2)
2132:             2             32  java.awt.RenderingHints (java.desktop@11.0.2)
2133:             1             32  java.awt.color.ICC_ProfileRGB (java.desktop@11.0.2)
2134:             2             32  java.awt.datatransfer.SystemFlavorMap$SoftCache (java.datatransfer@11.0.2)
2135:             1             32  java.beans.ThreadGroupContext (java.desktop@11.0.2)
2136:             1             32  java.beans.ThreadGroupContext$1 (java.desktop@11.0.2)
2137:             1             32  java.io.UnixFileSystem (java.base@11.0.2)
2138:             2             32  java.lang.Boolean (java.base@11.0.2)
2139:             2             32  java.lang.ClassValue$Identity (java.base@11.0.2)
2140:             1             32  java.lang.ProcessBuilder (java.base@11.0.2)
2141:             1             32  java.lang.ProcessHandleImpl$1 (java.base@11.0.2)
2142:             1             32  java.lang.ProcessImpl$ProcessPipeOutputStream (java.base@11.0.2)
2143:             2             32  java.lang.Shutdown$Lock (java.base@11.0.2)
2144:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@11.0.2)
2145:             1             32  java.net.InetAddress$CachedLocalHost (java.base@11.0.2)
2146:             2             32  java.nio.ByteOrder (java.base@11.0.2)
2147:             1             32  java.nio.DirectByteBuffer$Deallocator (java.base@11.0.2)
2148:             2             32  java.nio.file.attribute.PosixFilePermissions$1 (java.base@11.0.2)
2149:             2             32  java.security.spec.NamedParameterSpec (java.base@11.0.2)
2150:             1             32  java.text.AttributedString (java.base@11.0.2)
2151:             1             32  java.text.DontCareFieldPosition (java.base@11.0.2)
2152:             1             32  java.util.AbstractList$RandomAccessSubList (java.base@11.0.2)
2153:             2             32  java.util.Collections$ReverseComparator2 (java.base@11.0.2)
2154:             2             32  java.util.Collections$UnmodifiableCollection (java.base@11.0.2)
2155:             2             32  java.util.IdentityHashMap$Values (java.base@11.0.2)
2156:             2             32  java.util.LinkedHashMap$LinkedValues (java.base@11.0.2)
2157:             2             32  java.util.Optional (java.base@11.0.2)
2158:             1             32  java.util.PriorityQueue (java.base@11.0.2)
2159:             1             32  java.util.Random (java.base@11.0.2)
2160:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@11.0.2)
2161:             1             32  java.util.ServiceLoader$ModuleServicesLookupIterator (java.base@11.0.2)
2162:             1             32  java.util.concurrent.DelayQueue (java.base@11.0.2)
2163:             1             32  java.util.concurrent.SynchronousQueue (java.base@11.0.2)
2164:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@11.0.2)
2165:             1             32  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl (java.base@11.0.2)
2166:             1             32  java.util.concurrent.atomic.LongAdder (java.base@11.0.2)
2167:             1             32  java.util.logging.LogManager$SystemLoggerContext (java.logging@11.0.2)
2168:             1             32  java.util.regex.Pattern$NotBehind (java.base@11.0.2)
2169:             2             32  javax.swing.JTree$TreeSelectionRedirector (java.desktop@11.0.2)
2170:             1             32  javax.swing.PopupFactory$LightWeightPopup (java.desktop@11.0.2)
2171:             1             32  javax.swing.SwingContainerOrderFocusTraversalPolicy (java.desktop@11.0.2)
2172:             1             32  javax.swing.SwingDefaultFocusTraversalPolicy (java.desktop@11.0.2)
2173:             1             32  javax.swing.TransferHandler$TransferSupport (java.desktop@11.0.2)
2174:             1             32  javax.swing.plaf.BorderUIResource$EmptyBorderUIResource (java.desktop@11.0.2)
2175:             1             32  javax.swing.plaf.basic.BasicBorders$RolloverMarginBorder (java.desktop@11.0.2)
2176:             1             32  javax.swing.plaf.basic.BasicToolBarUI$Handler (java.desktop@11.0.2)
2177:             1             32  javax.swing.plaf.basic.BasicTreeUI$TreeTransferHandler (java.desktop@11.0.2)
2178:             1             32  javax.swing.plaf.metal.BumpBuffer (java.desktop@11.0.2)
2179:             2             32  javax.swing.plaf.metal.MetalBorders$ScrollPaneBorder (java.desktop@11.0.2)
2180:             1             32  javax.swing.plaf.metal.MetalLookAndFeel (java.desktop@11.0.2)
2181:             1             32  javax.swing.text.DefaultEditorKit$SelectLineAction (java.desktop@11.0.2)
2182:             1             32  javax.swing.text.DefaultEditorKit$SelectParagraphAction (java.desktop@11.0.2)
2183:             1             32  javax.swing.text.DefaultEditorKit$SelectWordAction (java.desktop@11.0.2)
2184:             2             32  javax.swing.text.Position$Bias (java.desktop@11.0.2)
2185:             1             32  javax.swing.text.SegmentCache$CachedSegment (java.desktop@11.0.2)
2186:             2             32  javax.swing.text.StyleConstants$ColorConstants (java.desktop@11.0.2)
2187:             1             32  javax.swing.text.StyledEditorKit (java.desktop@11.0.2)
2188:             1             32  javax.swing.text.StyledEditorKit$StyledInsertBreakAction (java.desktop@11.0.2)
2189:             2             32  javax.swing.text.html.CSSBorder$DottedDashedPainter (java.desktop@11.0.2)
2190:             2             32  javax.swing.text.html.CSSBorder$GrooveRidgePainter (java.desktop@11.0.2)
2191:             2             32  javax.swing.text.html.CSSBorder$InsetOutsetPainter (java.desktop@11.0.2)
2192:             2             32  javax.swing.text.html.CSSBorder$NullPainter (java.desktop@11.0.2)
2193:             1             32  jdk.internal.module.IllegalAccessLogger (java.base@11.0.2)
2194:             1             32  jdk.internal.ref.CleanerImpl (java.base@11.0.2)
2195:             1             32  sun.awt.PostEventQueue (java.desktop@11.0.2)
2196:             2             32  sun.awt.SunDisplayChanger (java.desktop@11.0.2)
2197:             1             32  sun.awt.X11.XAWTXSettings (java.desktop@11.0.2)
2198:             1             32  sun.awt.X11.XEvent (java.desktop@11.0.2)
2199:             1             32  sun.awt.X11.XGlobalCursorManager (java.desktop@11.0.2)
2200:             1             32  sun.awt.X11.XWM (java.desktop@11.0.2)
2201:             1             32  sun.awt.image.FetcherInfo (java.desktop@11.0.2)
2202:             1             32  sun.font.XRTextRenderer (java.desktop@11.0.2)
2203:             1             32  sun.java2d.cmm.ProfileDeferralInfo (java.desktop@11.0.2)
2204:             2             32  sun.java2d.pipe.SpanShapeRenderer$Composite (java.desktop@11.0.2)
2205:             1             32  sun.java2d.xr.GrowableEltArray (java.desktop@11.0.2)
2206:             1             32  sun.java2d.xr.XRSolidSrcPict (java.desktop@11.0.2)
2207:             1             32  sun.nio.cs.StandardCharsets (java.base@11.0.2)
2208:             2             32  sun.nio.fs.LinuxFileSystemProvider (java.base@11.0.2)
2209:             1             32  sun.nio.fs.NativeBuffer (java.base@11.0.2)
2210:             2             32  sun.reflect.generics.tree.TypeVariableSignature (java.base@11.0.2)
2211:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@11.0.2)
2212:             1             32  sun.security.provider.SecureRandom (java.base@11.0.2)
2213:             2             32  sun.security.ssl.AlpnExtension$SHAlpnAbsence (java.base@11.0.2)
2214:             2             32  sun.security.ssl.AlpnExtension$SHAlpnConsumer (java.base@11.0.2)
2215:             2             32  sun.security.ssl.AlpnExtension$SHAlpnProducer (java.base@11.0.2)
2216:             2             32  sun.security.ssl.DHKeyExchange$DHEKAGenerator (java.base@11.0.2)
2217:             2             32  sun.security.ssl.DHKeyExchange$DHEPossessionGenerator (java.base@11.0.2)
2218:             2             32  sun.security.ssl.SSLAlgorithmDecomposer (java.base@11.0.2)
2219:             2             32  sun.security.ssl.SSLCipher$NullReadCipherGenerator (java.base@11.0.2)
2220:             2             32  sun.security.ssl.SSLCipher$NullWriteCipherGenerator (java.base@11.0.2)
2221:             2             32  sun.security.ssl.SSLCipher$T12GcmReadCipherGenerator (java.base@11.0.2)
2222:             2             32  sun.security.ssl.SSLCipher$T12GcmWriteCipherGenerator (java.base@11.0.2)
2223:             2             32  sun.security.ssl.SSLCipher$T13GcmReadCipherGenerator (java.base@11.0.2)
2224:             2             32  sun.security.ssl.SSLCipher$T13GcmWriteCipherGenerator (java.base@11.0.2)
2225:             1             32  sun.security.ssl.SSLSocketImpl$AppInputStream (java.base@11.0.2)
2226:             2             32  sun.security.ssl.ServerHello$T12ServerHelloConsumer (java.base@11.0.2)
2227:             2             32  sun.security.ssl.ServerHello$T13HelloRetryRequestConsumer (java.base@11.0.2)
2228:             2             32  sun.security.ssl.ServerHello$T13ServerHelloConsumer (java.base@11.0.2)
2229:             2             32  sun.security.ssl.SessionId (java.base@11.0.2)
2230:             2             32  sun.security.ssl.SupportedVersionsExtension$SHSupportedVersionsStringizer (java.base@11.0.2)
2231:             2             32  sun.security.x509.CertificateAlgorithmId (java.base@11.0.2)
2232:             2             32  sun.security.x509.CertificateSerialNumber (java.base@11.0.2)
2233:             2             32  sun.security.x509.CertificateVersion (java.base@11.0.2)
2234:             2             32  sun.security.x509.CertificateX509Key (java.base@11.0.2)
2235:             2             32  sun.security.x509.SerialNumber (java.base@11.0.2)
2236:             1             32  sun.text.CompactByteArray (java.base@11.0.2)
2237:             1             24  [Ladams.core.PositionType;
2238:             1             24  [Ladams.core.discovery.NumericValueType;
2239:             1             24  [Ladams.core.io.filechanged.MultiMonitor$CombinationType;
2240:             1             24  [Ladams.core.option.help.HelpFormat;
2241:             1             24  [Ladams.flow.control.CallableActorScreenshot$OutputType;
2242:             1             24  [Ladams.flow.control.Flow$ErrorHandling;
2243:             1             24  [Ladams.flow.control.Injector$DataType;
2244:             1             24  [Ladams.flow.core.StopMode;
2245:             1             24  [Ladams.flow.source.OptionTraverser$TraversalStart;
2246:             1             24  [Ladams.flow.source.SQLIdSupplier$Type;
2247:             1             24  [Ladams.flow.standalone.DeleteStorageValue$MatchingType;
2248:             1             24  [Ladams.flow.standalone.DeleteVariable$MatchingType;
2249:             1             24  [Ladams.flow.standalone.MemoryMonitor$MemoryType;
2250:             1             24  [Ladams.flow.transformer.AbstractDeleteReportValue$MatchType;
2251:             1             24  [Ladams.flow.transformer.AbstractReportDbUpdater$QueryType;
2252:             1             24  [Ladams.flow.transformer.ArrayCombinations$SubsetsType;
2253:             1             24  [Ladams.flow.transformer.ArrayStatisticDataType;
2254:             1             24  [Ladams.flow.transformer.DeleteStorageValue$MatchingType;
2255:             1             24  [Ladams.flow.transformer.DeleteVariable$MatchingType;
2256:             1             24  [Ladams.flow.transformer.MergeReport$SourceType;
2257:             1             24  [Ladams.flow.transformer.SetArrayElement$Origin;
2258:             1             24  [Ladams.flow.transformer.StringArraySplit$RemainderHandling;
2259:             1             24  [Ladams.flow.transformer.StringCut$CutType;
2260:             1             24  [Ladams.flow.transformer.StringRangeCut$Type;
2261:             1             24  [Ladams.gui.core.SearchPanel$LayoutType;
2262:             1             24  [Ladams.gui.event.TabVisibilityChangeEvent$Type;
2263:             1             24  [Ladams.gui.visualization.core.axis.Direction;
2264:             1             24  [Ladams.gui.visualization.core.axis.Orientation;
2265:             1             24  [Ljava.awt.GraphicsDevice; (java.desktop@11.0.2)
2266:             1             24  [Ljava.awt.datatransfer.DataFlavor; (java.datatransfer@11.0.2)
2267:             1             24  [Ljava.io.File$PathStatus; (java.base@11.0.2)
2268:             1             24  [Ljava.io.File; (java.base@11.0.2)
2269:             1             24  [Ljava.net.InetAddress; (java.base@11.0.2)
2270:             1             24  [Ljava.nio.charset.spi.CharsetProvider; (java.base@11.0.2)
2271:             1             24  [Ljava.nio.file.LinkOption; (java.base@11.0.2)
2272:             1             24  [Ljava.security.cert.X509Certificate; (java.base@11.0.2)
2273:             1             24  [Ljava.text.AttributedCharacterIterator$Attribute; (java.base@11.0.2)
2274:             1             24  [Ljava.util.Comparators$NaturalOrderComparator; (java.base@11.0.2)
2275:             1             24  [Ljava.util.Locale$Category; (java.base@11.0.2)
2276:             1             24  [Ljavax.swing.UIDefaults; (java.desktop@11.0.2)
2277:             1             24  [Ljavax.swing.text.html.StyleSheet$BoxPainter$HorizontalMargin; (java.desktop@11.0.2)
2278:             1             24  [Lsun.security.rsa.RSAUtil$KeyType; (java.base@11.0.2)
2279:             1             24  [Lsun.security.ssl.CertStatusExtension$CertStatusRequest; (java.base@11.0.2)
2280:             1             24  [Lsun.security.ssl.CertStatusExtension$CertStatusRequestType; (java.base@11.0.2)
2281:             1             24  [Lsun.security.ssl.EphemeralKeyManager$EphemeralKeyPair; (java.base@11.0.2)
2282:             1             24  adams.core.management.CharsetHelper
2283:             1             24  adams.core.management.TimeZoneHelper
2284:             1             24  adams.core.net.ProxyHelper
2285:             1             24  adams.core.option.NestedFormatHelper$Line
2286:             1             24  adams.db.DatabaseManager
2287:             1             24  adams.gui.flow.multipageaction.CleanUp
2288:             1             24  adams.gui.flow.multipageaction.CompareFlows
2289:             1             24  adams.gui.flow.multipageaction.OpenContainingFolder
2290:             1             24  adams.gui.flow.multipageaction.RenameFlow
2291:             1             24  adams.gui.flow.multipageaction.Revert
2292:             1             24  adams.gui.flow.multipageaction.Windows
2293:             1             24  adams.gui.flow.tab.FlowTabManager$4
2294:             1             24  adams.gui.goe.Favorites
2295:             1             24  adams.gui.goe.GlobalInfoCache
2296:             1             24  adams.gui.menu.ActorUsage
2297:             1             24  adams.gui.menu.ConfigureOptionHandler
2298:             1             24  adams.gui.menu.ConsoleOutputAnalyzer
2299:             1             24  adams.gui.menu.Diff
2300:             1             24  adams.gui.menu.FileCommander
2301:             1             24  adams.gui.menu.FileMonitor
2302:             1             24  adams.gui.menu.FlowEditor
2303:             1             24  adams.gui.menu.FlowRunner
2304:             1             24  adams.gui.menu.ImageViewer
2305:             1             24  adams.gui.menu.TextEditor
2306:             1             24  adams.parser.plugin.Env
2307:             1             24  adams.parser.plugin.Println
2308:             1             24  com.googlecode.jfilechooserbookmarks.DefaultBookmarksManager
2309:             1             24  com.mysql.jdbc.NetworkResources
2310:             1             24  com.mysql.jdbc.authentication.MysqlClearPasswordPlugin
2311:             1             24  com.mysql.jdbc.authentication.MysqlNativePasswordPlugin
2312:             1             24  com.mysql.jdbc.authentication.MysqlOldPasswordPlugin
2313:             1             24  com.sun.beans.util.Cache$Kind$1 (java.desktop@11.0.2)
2314:             1             24  com.sun.beans.util.Cache$Kind$2 (java.desktop@11.0.2)
2315:             1             24  com.sun.beans.util.Cache$Kind$3 (java.desktop@11.0.2)
2316:             1             24  com.sun.crypto.provider.TlsMasterSecretGenerator$TlsMasterSecretKey (java.base@11.0.2)
2317:             1             24  com.sun.imageio.spi.FileImageInputStreamSpi (java.desktop@11.0.2)
2318:             1             24  com.sun.imageio.spi.FileImageOutputStreamSpi (java.desktop@11.0.2)
2319:             1             24  com.sun.imageio.spi.InputStreamImageInputStreamSpi (java.desktop@11.0.2)
2320:             1             24  com.sun.imageio.spi.OutputStreamImageOutputStreamSpi (java.desktop@11.0.2)
2321:             1             24  com.sun.imageio.spi.RAFImageInputStreamSpi (java.desktop@11.0.2)
2322:             1             24  com.sun.imageio.spi.RAFImageOutputStreamSpi (java.desktop@11.0.2)
2323:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@11.0.2)
2324:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@11.0.2)
2325:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@11.0.2)
2326:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@11.0.2)
2327:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@11.0.2)
2328:             1             24  java.awt.AWTKeyStroke (java.desktop@11.0.2)
2329:             1             24  java.awt.KeyboardFocusManager$HeavyweightFocusRequest (java.desktop@11.0.2)
2330:             1             24  java.awt.Toolkit$DesktopPropertyChangeSupport (java.desktop@11.0.2)
2331:             1             24  java.awt.VKCollection (java.desktop@11.0.2)
2332:             1             24  java.awt.dnd.DragSource (java.desktop@11.0.2)
2333:             1             24  java.io.ByteArrayOutputStream (java.base@11.0.2)
2334:             1             24  java.lang.ProcessHandleImpl$$Lambda$272/0x0000000100a50040 (java.base@11.0.2)
2335:             1             24  java.lang.ProcessHandleImpl$ExitCompletion (java.base@11.0.2)
2336:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@11.0.2)
2337:             1             24  java.lang.invoke.StringConcatFactory$Stringifiers$StringifierAny (java.base@11.0.2)
2338:             1             24  java.lang.invoke.StringConcatFactory$Stringifiers$StringifierMost (java.base@11.0.2)
2339:             1             24  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@11.0.2)
2340:             1             24  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@11.0.2)
2341:             1             24  java.lang.management.DefaultPlatformMBeanProvider$11 (java.management@11.0.2)
2342:             1             24  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@11.0.2)
2343:             1             24  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@11.0.2)
2344:             1             24  java.lang.management.DefaultPlatformMBeanProvider$4 (java.management@11.0.2)
2345:             1             24  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@11.0.2)
2346:             1             24  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@11.0.2)
2347:             1             24  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@11.0.2)
2348:             1             24  java.lang.management.DefaultPlatformMBeanProvider$8 (java.management@11.0.2)
2349:             1             24  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@11.0.2)
2350:             1             24  java.math.MutableBigInteger (java.base@11.0.2)
2351:             1             24  java.net.Inet6AddressImpl (java.base@11.0.2)
2352:             1             24  java.net.Proxy (java.base@11.0.2)
2353:             1             24  java.nio.file.LinkOption (java.base@11.0.2)
2354:             1             24  java.text.BreakIterator$BreakIteratorCache (java.base@11.0.2)
2355:             1             24  java.time.Clock$SystemClock (java.base@11.0.2)
2356:             1             24  java.util.Collections$EmptyMap (java.base@11.0.2)
2357:             1             24  java.util.Collections$SynchronizedRandomAccessList (java.base@11.0.2)
2358:             1             24  java.util.Collections$SynchronizedSet (java.base@11.0.2)
2359:             1             24  java.util.Collections$UnmodifiableSortedSet (java.base@11.0.2)
2360:             1             24  java.util.Comparators$NaturalOrderComparator (java.base@11.0.2)
2361:             1             24  java.util.Currency (java.base@11.0.2)
2362:             1             24  java.util.Locale$Cache (java.base@11.0.2)
2363:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@11.0.2)
2364:             1             24  java.util.ServiceLoader$2 (java.base@11.0.2)
2365:             1             24  java.util.concurrent.CompletableFuture (java.base@11.0.2)
2366:             1             24  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@11.0.2)
2367:             1             24  java.util.concurrent.CopyOnWriteArrayList$COWIterator (java.base@11.0.2)
2368:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@11.0.2)
2369:             1             24  java.util.regex.Pattern$Prolog (java.base@11.0.2)
2370:             1             24  java.util.zip.ZipCoder$UTF8 (java.base@11.0.2)
2371:             1             24  javax.crypto.CryptoAllPermissionCollection (java.base@11.0.2)
2372:             1             24  javax.imageio.ImageIO$CacheInfo (java.desktop@11.0.2)
2373:             1             24  javax.swing.DefaultComboBoxModel (java.desktop@11.0.2)
2374:             1             24  javax.swing.JComponent$IntVector (java.desktop@11.0.2)
2375:             1             24  javax.swing.JFormattedTextField$CancelAction (java.desktop@11.0.2)
2376:             1             24  javax.swing.JFormattedTextField$CommitAction (java.desktop@11.0.2)
2377:             1             24  javax.swing.JTextField$NotifyAction (java.desktop@11.0.2)
2378:             1             24  javax.swing.JToolBar$DefaultToolBarLayout (java.desktop@11.0.2)
2379:             1             24  javax.swing.KeyboardManager (java.desktop@11.0.2)
2380:             1             24  javax.swing.MenuSelectionManager (java.desktop@11.0.2)
2381:             1             24  javax.swing.PopupFactory$HeavyWeightPopup (java.desktop@11.0.2)
2382:             1             24  javax.swing.RepaintManager$ProcessingRunnable (java.desktop@11.0.2)
2383:             1             24  javax.swing.SwingWorker$SwingWorkerPropertyChangeSupport (java.desktop@11.0.2)
2384:             1             24  javax.swing.TimerQueue (java.desktop@11.0.2)
2385:             1             24  javax.swing.border.EtchedBorder (java.desktop@11.0.2)
2386:             1             24  javax.swing.plaf.basic.BasicBorders$SplitPaneBorder (java.desktop@11.0.2)
2387:             1             24  javax.swing.plaf.basic.BasicBorders$SplitPaneDividerBorder (java.desktop@11.0.2)
2388:             1             24  javax.swing.plaf.basic.BasicFileChooserUI$FileTransferHandler (java.desktop@11.0.2)
2389:             1             24  javax.swing.plaf.basic.BasicLabelUI (java.desktop@11.0.2)
2390:             1             24  javax.swing.plaf.basic.BasicListUI$ListTransferHandler (java.desktop@11.0.2)
2391:             1             24  javax.swing.plaf.basic.BasicPopupMenuUI$MouseGrabber (java.desktop@11.0.2)
2392:             1             24  javax.swing.plaf.metal.MetalLabelUI (java.desktop@11.0.2)
2393:             1             24  javax.swing.plaf.metal.MetalTabbedPaneUI$TabbedPaneLayout (java.desktop@11.0.2)
2394:             1             24  javax.swing.plaf.metal.MetalUtils$GradientPainter (java.desktop@11.0.2)
2395:             1             24  javax.swing.plaf.metal.OceanTheme$COIcon (java.desktop@11.0.2)
